Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,RFM_Recency,Friction_Risk
0.0,10.0,3,Mobile,4,Single,2,0,2.0,132.95,2.0,0.0
9.0,11.0,1,Mobile,3,Divorced,3,1,3.0,121.27,3.0,4.0
12.0,27.0,5,Laptop & Accessory,3,Married,7,0,2.0,157.36,2.0,0.0
13.0,8.0,3,Laptop & Accessory,4,Divorced,6,0,0.0,143.27,0.0,0.0
10.0,10.0,5,Fashion,1,Married,2,0,5.0,201.44,5.0,0.0
11.0,6.0,3,Laptop & Accessory,4,Married,1,0,8.0,144.4,8.0,0.0
10.0,25.0,4,Mobile Phone,2,Single,3,0,8.0,146.53,8.0,0.0
8.0,7.0,5,Mobile Phone,2,Divorced,3,1,4.0,161.22,4.0,5.0
24.0,17.0,5,Fashion,2,Single,8,0,3.0,229.96,3.0,0.0
22.0,9.0,2,Mobile Phone,4,Single,7,0,1.0,150.59,1.0,0.0
5.0,7.0,5,Mobile Phone,5,Married,3,0,3.0,147.18,3.0,0.0
8.0,22.0,4,Laptop & Accessory,5,Single,3,0,7.0,186.25,7.0,0.0
1.0,7.0,6,Mobile Phone,5,Single,2,0,1.0,148.25,1.0,0.0
7.0,14.0,4,Fashion,3,Divorced,2,0,8.0,241.91000000000005,8.0,0.0
12.0,12.0,1,Fashion,3,Married,3,0,6.0,182.37,6.0,0.0
1.0,7.0,4,Laptop & Accessory,3,Divorced,2,0,3.0,173.98,3.0,0.0
18.0,26.0,5,Fashion,5,Married,3,1,7.0,208.51,7.0,8.0
6.0,9.0,4,Mobile Phone,4,Divorced,3,0,8.0,148.7,8.0,0.0
0.0,10.0,3,Mobile,1,Single,2,1,2.0,128.75,2.0,3.0
6.0,36.0,5,Mobile Phone,4,Single,3,0,2.0,153.37,2.0,0.0
11.0,15.0,4,Laptop & Accessory,4,Married,4,0,8.0,165.71,8.0,0.0
18.0,24.0,6,Mobile Phone,3,Single,4,0,1.0,147.9,1.0,0.0
1.0,7.0,4,Laptop & Accessory,4,Married,3,0,5.0,188.97,5.0,0.0
16.0,9.0,5,Laptop & Accessory,1,Single,5,0,1.0,192.81,1.0,0.0
14.0,9.0,4,Others,3,Married,2,0,10.0,319.36,10.0,0.0
19.0,8.0,4,Fashion,4,Married,3,0,8.0,199.41,8.0,0.0
1.0,8.0,4,Mobile Phone,1,Married,2,1,2.0,138.67,2.0,3.0
12.0,17.0,4,Laptop & Accessory,1,Married,3,0,10.0,178.43,10.0,0.0
0.0,10.0,4,Mobile,2,Divorced,1,0,4.0,131.62,4.0,0.0
9.0,25.0,2,Laptop & Accessory,5,Married,3,0,11.0,177.08,11.0,0.0
14.0,7.0,6,Laptop & Accessory,1,Married,4,1,3.0,199.57,3.0,4.0
1.0,10.0,5,Mobile Phone,3,Married,3,1,2.0,150.66,2.0,3.0
1.0,15.0,4,Mobile Phone,3,Single,3,0,1.0,144.04,1.0,0.0
7.0,24.0,5,Mobile Phone,3,Married,11,1,1.0,149.37,1.0,2.0
4.0,11.0,3,Laptop & Accessory,1,Married,2,0,2.0,154.76,2.0,0.0
15.0,15.0,3,Mobile Phone,1,Single,2,0,8.0,136.73,8.0,0.0
3.0,16.0,5,Mobile Phone,1,Single,2,0,3.0,164.83,3.0,0.0
1.0,16.0,3,Laptop & Accessory,3,Single,4,0,7.0,136.6,7.0,0.0
1.0,36.0,5,Laptop & Accessory,3,Single,3,0,9.0,170.08,9.0,0.0
9.0,17.0,3,Fashion,1,Married,1,0,8.0,197.38,8.0,0.0
27.0,20.0,3,Laptop & Accessory,5,Married,3,0,4.0,169.5,4.0,0.0
14.0,8.0,4,Laptop & Accessory,1,Married,6,0,4.0,190.13,4.0,0.0
0.0,14.0,1,Laptop & Accessory,4,Married,1,0,2.0,148.51,2.0,0.0
14.0,7.0,5,Grocery,4,Married,3,0,12.0,260.03,12.0,0.0
1.0,12.0,4,Mobile Phone,4,Single,3,1,3.0,149.78,3.0,4.0
2.0,14.0,4,Laptop & Accessory,1,Married,2,1,2.0,150.56,2.0,3.0
5.0,12.0,4,Laptop & Accessory,1,Married,3,0,3.0,179.76,3.0,0.0
9.0,8.0,4,Fashion,3,Divorced,2,0,0.0,175.96,0.0,0.0
9.0,15.0,5,Fashion,2,Divorced,6,1,3.0,228.77,3.0,4.0
6.0,19.0,4,Grocery,5,Single,2,1,15.0,262.58,15.0,16.0
3.0,9.0,4,Laptop & Accessory,1,Married,3,0,3.0,213.53,3.0,0.0
9.0,17.0,4,Mobile Phone,2,Married,3,0,3.0,164.17,3.0,0.0
9.0,6.0,3,Mobile Phone,3,Divorced,2,0,1.0,112.23,1.0,0.0
14.0,14.0,4,Others,4,Single,3,0,9.0,323.33,9.0,0.0
15.0,12.0,3,Fashion,5,Married,10,0,7.0,233.48,7.0,0.0
22.0,11.0,3,Laptop & Accessory,3,Married,3,0,2.0,166.51,2.0,0.0
10.0,9.0,4,Mobile Phone,1,Single,5,1,3.0,151.44,3.0,4.0
4.0,8.0,3,Laptop & Accessory,5,Single,8,0,3.0,153.32,3.0,0.0
30.0,30.0,1,Fashion,1,Married,4,1,4.0,194.39,4.0,5.0
5.0,10.0,3,Mobile Phone,4,Married,3,0,2.0,139.31,2.0,0.0
3.0,13.0,3,Mobile,4,Single,1,0,2.0,129.83,2.0,0.0
0.0,23.0,3,Mobile,3,Married,1,1,0.0,127.41,0.0,1.0
1.0,8.0,4,Mobile Phone,5,Single,2,0,7.0,153.67,7.0,0.0
1.0,7.0,4,Fashion,5,Divorced,3,0,8.0,199.12,8.0,0.0
9.0,12.0,4,Mobile,3,Married,1,0,3.0,121.87,3.0,0.0
19.0,14.0,3,Laptop & Accessory,3,Divorced,6,0,3.0,189.34,3.0,0.0
12.0,14.0,5,Laptop & Accessory,2,Single,2,0,6.0,165.28,6.0,0.0
1.0,23.0,6,Mobile Phone,5,Married,3,1,1.0,148.07,1.0,2.0
1.0,17.0,5,Mobile Phone,5,Single,8,1,1.0,149.04,1.0,2.0
20.0,8.0,3,Others,4,Single,8,1,8.0,292.46,8.0,9.0
10.0,23.0,5,Laptop & Accessory,5,Married,6,0,3.0,181.47,3.0,0.0
0.0,8.0,3,Mobile,5,Divorced,8,0,7.0,127.07,7.0,0.0
15.0,11.0,6,Laptop & Accessory,4,Married,8,0,3.0,189.3,3.0,0.0
25.0,21.0,4,Laptop & Accessory,1,Married,6,0,8.0,174.36,8.0,0.0
17.0,26.0,3,Mobile,4,Single,2,0,3.0,134.2,3.0,0.0
9.0,11.0,4,Mobile,5,Married,10,1,0.0,134.19,0.0,1.0
28.0,24.0,3,Laptop & Accessory,4,Married,4,1,7.0,163.85,7.0,8.0
29.0,7.0,3,Laptop & Accessory,3,Married,2,0,9.0,163.06,9.0,0.0
15.0,7.0,2,Fashion,5,Married,3,0,8.0,208.92,8.0,0.0
13.0,31.0,5,Grocery,1,Married,2,0,7.0,245.31,7.0,0.0
1.0,25.0,2,Mobile Phone,5,Married,2,0,1.0,154.56,1.0,0.0
5.0,7.0,5,Mobile Phone,5,Divorced,3,0,3.0,147.18,3.0,0.0
17.0,32.0,5,Fashion,1,Married,7,0,1.0,232.98,1.0,0.0
12.0,14.0,2,Laptop & Accessory,5,Married,3,1,8.0,181.05,8.0,9.0
0.0,14.0,3,Mobile,4,Single,2,1,0.0,124.72,0.0,1.0
16.0,6.0,3,Laptop & Accessory,2,Divorced,5,0,2.0,155.62,2.0,0.0
8.0,13.0,4,Mobile,1,Married,2,0,1.0,126.9,1.0,0.0
23.0,9.0,4,Others,1,Married,5,0,4.0,316.61,4.0,0.0
15.0,12.0,2,Laptop & Accessory,4,Single,5,0,3.0,193.7,3.0,0.0
5.0,19.0,3,Laptop & Accessory,2,Married,3,0,3.0,144.03,3.0,0.0
7.0,17.0,5,Laptop & Accessory,1,Single,5,0,2.0,171.82,2.0,0.0
12.0,13.0,4,Others,1,Married,2,0,3.0,292.72,3.0,0.0
3.0,33.0,3,Laptop & Accessory,1,Married,8,0,7.0,153.04,7.0,0.0
26.0,7.0,4,Grocery,2,Divorced,4,0,9.0,295.99,9.0,0.0
15.0,14.0,3,Mobile,5,Married,4,0,2.0,125.76,2.0,0.0
11.0,17.0,5,Laptop & Accessory,1,Married,4,1,1.0,191.94,1.0,2.0
9.0,20.0,3,Mobile Phone,3,Single,2,0,0.0,115.14,0.0,0.0
4.0,35.0,4,Laptop & Accessory,1,Married,2,0,7.0,154.68,7.0,0.0
15.0,13.0,4,Fashion,1,Single,5,1,1.0,260.91,1.0,2.0
8.0,34.0,4,Mobile Phone,4,Single,4,0,3.0,148.11,3.0,0.0
1.0,13.0,3,Laptop & Accessory,5,Single,1,0,3.0,148.98,3.0,0.0
9.0,11.0,3,Fashion,5,Married,5,0,2.0,180.08,2.0,0.0
7.0,10.0,4,Mobile Phone,4,Married,5,1,4.0,147.77,4.0,5.0
12.0,7.0,2,Mobile Phone,3,Married,3,0,1.0,153.44,1.0,0.0
11.0,10.0,3,Mobile,3,Married,8,0,0.0,133.06,0.0,0.0
17.0,9.0,3,Others,1,Married,5,1,1.0,295.13,1.0,2.0
8.0,17.0,4,Mobile Phone,3,Married,3,1,1.0,147.2,1.0,2.0
12.0,16.0,3,Fashion,3,Single,8,0,2.0,234.64,2.0,0.0
10.0,6.0,3,Fashion,2,Single,5,0,2.0,174.91,2.0,0.0
5.0,36.0,5,Laptop & Accessory,1,Married,3,0,8.0,179.68,8.0,0.0
23.0,25.0,5,Others,3,Married,3,1,10.0,320.02,10.0,11.0
19.0,8.0,3,Laptop & Accessory,2,Married,3,0,4.0,173.79,4.0,0.0
24.0,9.0,4,Grocery,3,Married,7,0,4.0,301.39,4.0,0.0
8.0,32.0,3,Fashion,1,Single,2,1,7.0,188.37,7.0,8.0
7.0,25.0,3,Laptop & Accessory,4,Married,5,0,10.0,144.44,10.0,0.0
23.0,6.0,3,Laptop & Accessory,3,Married,1,0,13.0,163.47,13.0,0.0
2.0,7.0,5,Laptop & Accessory,1,Married,3,1,8.0,193.34,8.0,9.0
17.0,13.0,5,Laptop & Accessory,3,Single,3,1,9.0,165.81,9.0,10.0
2.0,16.0,4,Mobile Phone,3,Married,7,0,3.0,148.77,3.0,0.0
3.0,30.0,2,Mobile Phone,3,Divorced,3,0,8.0,152.0,8.0,0.0
5.0,30.0,5,Laptop & Accessory,2,Divorced,2,0,9.0,180.82,9.0,0.0
20.0,15.0,5,Laptop & Accessory,5,Married,10,1,8.0,171.15,8.0,9.0
15.0,12.0,3,Fashion,5,Married,10,0,7.0,233.48,7.0,0.0
1.0,11.0,6,Fashion,1,Married,3,0,3.0,229.0,3.0,0.0
13.0,26.0,4,Laptop & Accessory,1,Married,10,0,3.0,164.02,3.0,0.0
1.0,34.0,4,Laptop & Accessory,1,Single,3,1,8.0,183.13,8.0,9.0
0.0,6.0,4,Fashion,3,Divorced,6,0,7.0,206.09,7.0,0.0
1.0,11.0,5,Laptop & Accessory,1,Single,3,1,4.0,169.87,4.0,5.0
1.0,14.0,4,Mobile Phone,4,Single,3,0,1.0,151.79,1.0,0.0
9.0,23.0,4,Fashion,4,Married,2,0,10.0,205.2,10.0,0.0
19.0,9.0,5,Laptop & Accessory,1,Married,3,0,10.0,182.7,10.0,0.0
20.0,32.0,3,Others,3,Married,4,0,0.0,296.58,0.0,0.0
9.0,19.0,3,Mobile,3,Married,2,0,6.0,120.96,6.0,0.0
20.0,8.0,3,Laptop & Accessory,2,Married,6,0,4.0,150.7,4.0,0.0
6.0,8.0,3,Laptop & Accessory,1,Married,2,0,4.0,155.05,4.0,0.0
0.0,7.0,4,Mobile,3,Married,2,1,0.0,129.33,0.0,1.0
30.0,13.0,1,Laptop & Accessory,2,Married,1,1,9.0,152.2,9.0,10.0
1.0,25.0,4,Mobile,5,Divorced,2,0,3.0,131.96,3.0,0.0
4.0,32.0,4,Laptop & Accessory,3,Divorced,9,1,3.0,172.36,3.0,4.0
9.0,15.0,3,Mobile,5,Single,4,0,0.0,120.18,0.0,0.0
20.0,11.0,5,Others,4,Married,4,0,9.0,312.89,9.0,0.0
12.0,9.0,5,Fashion,3,Married,5,1,3.0,202.56,3.0,4.0
6.0,8.0,3,Laptop & Accessory,4,Single,9,0,7.0,151.47,7.0,0.0
19.0,9.0,4,Laptop & Accessory,4,Married,2,0,8.0,173.05,8.0,0.0
16.0,9.0,5,Laptop & Accessory,2,Single,5,0,1.0,192.81,1.0,0.0
21.0,9.0,2,Grocery,4,Married,8,0,3.0,284.72,3.0,0.0
7.0,7.0,3,Mobile,5,Married,6,0,3.0,129.96,3.0,0.0
14.0,31.0,4,Laptop & Accessory,1,Married,3,0,8.0,158.19,8.0,0.0
20.0,9.0,4,Grocery,3,Married,8,0,2.0,303.61,2.0,0.0
7.0,35.0,3,Fashion,4,Married,4,0,3.0,192.5,3.0,0.0
0.0,15.0,3,Laptop & Accessory,1,Single,2,0,7.0,141.05,7.0,0.0
29.0,27.0,4,Laptop & Accessory,2,Divorced,5,1,9.0,179.15,9.0,10.0
12.0,12.0,4,Fashion,5,Married,5,0,7.0,199.91,7.0,0.0
19.0,35.0,4,Mobile Phone,1,Married,6,0,4.0,146.32,4.0,0.0
26.0,13.0,4,Fashion,1,Married,8,1,3.0,209.34,3.0,4.0
7.0,21.0,4,Mobile Phone,4,Married,3,0,7.0,152.56,7.0,0.0
16.0,12.0,4,Others,3,Divorced,8,0,1.0,308.03,1.0,0.0
3.0,6.0,5,Mobile Phone,3,Divorced,4,0,2.0,138.33,2.0,0.0
17.0,10.0,1,Others,5,Married,2,0,13.0,291.9,13.0,0.0
27.0,23.0,3,Fashion,3,Divorced,9,0,8.0,207.39,8.0,0.0
13.0,7.0,4,Mobile Phone,3,Married,9,0,3.0,147.32,3.0,0.0
1.0,8.0,4,Mobile Phone,3,Single,2,0,3.0,158.75,3.0,0.0
4.0,29.0,4,Laptop & Accessory,1,Married,1,0,8.0,155.82,8.0,0.0
0.0,16.0,4,Mobile Phone,3,Single,2,0,0.0,112.0,0.0,0.0
1.0,12.0,2,Mobile Phone,3,Single,5,1,4.0,149.32,4.0,5.0
13.0,10.0,3,Laptop & Accessory,4,Divorced,11,0,7.0,188.89,7.0,0.0
24.0,12.0,3,Others,3,Single,8,0,15.0,295.37,15.0,0.0
9.0,17.0,3,Mobile,4,Married,2,0,2.0,122.44,2.0,0.0
21.0,28.0,3,Grocery,1,Married,4,0,7.0,271.74,7.0,0.0
1.0,12.0,3,Mobile Phone,4,Married,3,1,3.0,148.28,3.0,4.0
1.0,22.0,2,Laptop & Accessory,5,Single,1,0,7.0,156.61,7.0,0.0
8.0,33.0,5,Mobile Phone,3,Married,3,0,1.0,145.29,1.0,0.0
1.0,7.0,4,Laptop & Accessory,3,Divorced,3,0,8.0,177.96,8.0,0.0
10.0,17.0,4,Fashion,3,Divorced,5,0,8.0,195.94,8.0,0.0
1.0,8.0,6,Laptop & Accessory,4,Single,8,0,1.0,192.35,1.0,0.0
3.0,10.0,4,Laptop & Accessory,3,Divorced,6,1,1.0,177.38,1.0,2.0
8.0,18.0,5,Laptop & Accessory,4,Divorced,6,0,9.0,169.9,9.0,0.0
7.0,7.0,2,Laptop & Accessory,5,Married,4,0,4.0,178.76,4.0,0.0
0.0,10.0,3,Mobile,2,Single,2,1,2.0,128.75,2.0,3.0
31.0,10.0,5,Mobile Phone,2,Divorced,5,0,1.0,146.77,1.0,0.0
31.0,28.0,4,Grocery,1,Married,6,1,1.0,303.75,1.0,2.0
1.0,14.0,3,Mobile,1,Single,2,0,2.0,133.1,2.0,0.0
0.0,9.0,4,Mobile,3,Single,2,0,0.0,132.3,0.0,0.0
1.0,15.0,5,Mobile Phone,4,Single,3,0,1.0,137.61,1.0,0.0
6.0,29.0,3,Fashion,1,Single,2,1,12.0,234.58,12.0,13.0
7.0,29.0,4,Laptop & Accessory,4,Married,2,0,8.0,186.46,8.0,0.0
18.0,7.0,4,Fashion,3,Married,4,0,4.0,207.48,4.0,0.0
5.0,14.0,5,Mobile Phone,3,Married,5,0,3.0,148.29,3.0,0.0
0.0,15.0,3,Mobile Phone,5,Single,8,0,4.0,142.0,4.0,0.0
12.0,30.0,4,Laptop & Accessory,2,Married,11,0,3.0,182.45,3.0,0.0
8.0,9.0,4,Laptop & Accessory,3,Single,4,0,3.0,165.33,3.0,0.0
6.0,8.0,3,Laptop & Accessory,1,Married,2,0,4.0,155.05,4.0,0.0
13.0,8.0,3,Laptop & Accessory,4,Married,8,0,3.0,157.15,3.0,0.0
11.0,6.0,1,Mobile,3,Married,2,0,0.0,128.44,0.0,0.0
8.0,8.0,4,Fashion,4,Married,3,0,4.0,202.74,4.0,0.0
14.0,8.0,4,Mobile Phone,4,Married,5,0,4.0,148.87,4.0,0.0
13.0,25.0,4,Laptop & Accessory,3,Single,2,0,8.0,170.34,8.0,0.0
0.0,14.0,3,Mobile,1,Single,2,0,2.0,126.1,2.0,0.0
4.0,9.0,5,Laptop & Accessory,1,Married,3,0,9.0,166.52,9.0,0.0
16.0,10.0,2,Laptop & Accessory,2,Divorced,4,1,4.0,177.31,4.0,5.0
1.0,17.0,4,Laptop & Accessory,1,Single,3,0,3.0,171.84,3.0,0.0
14.0,21.0,5,Others,3,Single,3,0,10.0,321.26,10.0,0.0
12.0,9.0,5,Mobile Phone,4,Married,6,0,6.0,149.68,6.0,0.0
1.0,29.0,5,Mobile Phone,4,Married,3,0,1.0,153.63,1.0,0.0
30.0,15.0,4,Mobile,4,Married,5,1,0.0,133.46,0.0,1.0
8.0,22.0,3,Fashion,4,Divorced,1,0,9.0,180.2,9.0,0.0
13.0,7.0,2,Fashion,1,Married,2,0,3.0,221.13,3.0,0.0
5.0,14.0,4,Fashion,1,Single,3,1,11.0,196.43,11.0,12.0
10.0,16.0,4,Fashion,1,Married,6,0,3.0,225.96,3.0,0.0
1.0,11.0,5,Laptop & Accessory,2,Single,3,1,4.0,169.87,4.0,5.0
8.0,18.0,5,Laptop & Accessory,4,Married,6,0,9.0,169.9,9.0,0.0
17.0,9.0,5,Fashion,1,Married,2,0,3.0,226.69,3.0,0.0
0.0,15.0,1,Mobile Phone,3,Married,2,0,4.0,144.01,4.0,0.0
1.0,15.0,5,Laptop & Accessory,5,Single,8,0,3.0,178.26,3.0,0.0
10.0,21.0,4,Laptop & Accessory,2,Divorced,2,1,12.0,190.86,12.0,13.0
3.0,10.0,5,Fashion,3,Married,3,0,8.0,244.35,8.0,0.0
1.0,30.0,4,Fashion,5,Married,11,1,3.0,224.5,3.0,4.0
17.0,10.0,6,Others,2,Divorced,5,0,8.0,322.4,8.0,0.0
11.0,18.0,4,Laptop & Accessory,5,Married,3,0,2.0,162.88,2.0,0.0
4.0,16.0,3,Fashion,3,Married,5,0,3.0,210.31,3.0,0.0
8.0,12.0,5,Fashion,5,Single,4,0,9.0,241.31,9.0,0.0
8.0,14.0,3,Mobile,1,Married,2,0,2.0,125.72,2.0,0.0
7.0,11.0,4,Laptop & Accessory,1,Married,2,0,13.0,139.86,13.0,0.0
6.0,31.0,4,Laptop & Accessory,1,Married,3,0,8.0,178.09,8.0,0.0
6.0,15.0,2,Laptop & Accessory,2,Divorced,3,0,9.0,187.09,9.0,0.0
3.0,35.0,5,Mobile Phone,5,Single,3,0,5.0,162.85,5.0,0.0
1.0,9.0,4,Mobile Phone,3,Single,8,0,2.0,168.82,2.0,0.0
26.0,6.0,4,Grocery,3,Married,5,1,3.0,229.65,3.0,4.0
11.0,16.0,5,Fashion,3,Married,4,0,11.0,232.06,11.0,0.0
23.0,7.0,4,Grocery,3,Single,6,0,1.0,278.79,1.0,0.0
1.0,7.0,5,Laptop & Accessory,3,Single,3,0,3.0,171.17,3.0,0.0
20.0,9.0,3,Grocery,3,Married,10,1,13.0,237.7,13.0,14.0
4.0,12.0,2,Laptop & Accessory,2,Married,5,0,7.0,154.6,7.0,0.0
15.0,11.0,6,Laptop & Accessory,4,Married,8,0,3.0,189.3,3.0,0.0
9.0,35.0,2,Laptop & Accessory,3,Married,3,0,9.0,159.07,9.0,0.0
1.0,12.0,4,Mobile Phone,4,Single,2,0,3.0,149.22,3.0,0.0
9.0,9.0,3,Laptop & Accessory,4,Single,4,1,1.0,192.78,1.0,2.0
12.0,14.0,3,Mobile Phone,3,Divorced,2,0,7.0,137.55,7.0,0.0
19.0,32.0,5,Laptop & Accessory,1,Married,2,0,9.0,184.06,9.0,0.0
5.0,8.0,3,Mobile,5,Married,2,0,0.0,128.27,0.0,0.0
25.0,9.0,6,Laptop & Accessory,4,Married,7,0,3.0,179.82,3.0,0.0
1.0,9.0,2,Laptop & Accessory,3,Single,2,0,8.0,190.0,8.0,0.0
11.0,14.0,4,Laptop & Accessory,5,Married,7,1,5.0,167.84,5.0,6.0
1.0,5.0,5,Mobile Phone,4,Married,3,0,1.0,150.96,1.0,0.0
2.0,14.0,5,Laptop & Accessory,5,Married,4,0,7.0,197.15,7.0,0.0
27.0,15.0,4,Grocery,2,Divorced,7,0,3.0,243.36,3.0,0.0
15.0,8.0,4,Mobile Phone,4,Married,5,0,0.0,148.41,0.0,0.0
16.0,7.0,5,Laptop & Accessory,1,Married,11,1,3.0,185.62,3.0,4.0
1.0,16.0,4,Mobile Phone,5,Single,4,1,1.0,156.72,1.0,2.0
17.0,26.0,3,Mobile,4,Single,2,0,3.0,134.2,3.0,0.0
6.0,31.0,4,Laptop & Accessory,4,Single,2,0,2.0,143.2,2.0,0.0
22.0,24.0,4,Others,3,Married,2,1,9.0,295.02,9.0,10.0
14.0,7.0,4,Grocery,5,Married,4,0,17.0,293.23,17.0,0.0
25.0,13.0,5,Mobile Phone,3,Single,2,0,8.0,153.38,8.0,0.0
12.0,13.0,5,Mobile Phone,3,Married,3,0,5.0,162.02,5.0,0.0
1.0,16.0,4,Mobile Phone,4,Single,3,0,4.0,147.79,4.0,0.0
17.0,22.0,5,Laptop & Accessory,1,Married,5,0,3.0,193.04,3.0,0.0
0.0,6.0,3,Mobile,1,Single,2,1,8.0,126.86,8.0,9.0
13.0,15.0,4,Mobile Phone,3,Married,3,0,8.0,162.55,8.0,0.0
1.0,15.0,5,Mobile Phone,1,Married,8,0,3.0,146.8,3.0,0.0
11.0,26.0,4,Fashion,4,Single,3,1,10.0,201.42,10.0,11.0
3.0,16.0,4,Laptop & Accessory,3,Divorced,2,0,4.0,165.78,4.0,0.0
9.0,18.0,4,Laptop & Accessory,2,Married,3,0,3.0,174.68,3.0,0.0
1.0,7.0,5,Laptop & Accessory,5,Divorced,7,0,1.0,167.98,1.0,0.0
10.0,17.0,4,Fashion,1,Single,3,0,3.0,224.8,3.0,0.0
10.0,16.0,3,Laptop & Accessory,4,Single,3,1,1.0,141.97,1.0,2.0
31.0,10.0,5,Laptop & Accessory,1,Single,7,0,6.0,176.71,6.0,0.0
1.0,17.0,2,Mobile Phone,3,Single,3,0,3.0,160.05,3.0,0.0
16.0,19.0,4,Mobile Phone,4,Married,10,0,5.0,152.66,5.0,0.0
2.0,14.0,4,Laptop & Accessory,5,Single,2,0,4.0,173.98,4.0,0.0
7.0,28.0,4,Laptop & Accessory,1,Married,2,1,11.0,157.47,11.0,12.0
2.0,10.0,4,Mobile Phone,4,Married,3,0,1.0,153.56,1.0,0.0
11.0,16.0,5,Laptop & Accessory,4,Married,3,0,4.0,166.89,4.0,0.0
10.0,16.0,3,Laptop & Accessory,4,Single,3,1,1.0,141.97,1.0,2.0
0.0,10.0,1,Laptop & Accessory,4,Married,2,1,3.0,161.42,3.0,4.0
16.0,12.0,4,Grocery,2,Married,5,1,0.0,266.27,0.0,1.0
9.0,23.0,5,Mobile,3,Married,2,0,2.0,123.05,2.0,0.0
21.0,33.0,4,Others,3,Married,5,0,1.0,321.58,1.0,0.0
0.0,10.0,3,Mobile Phone,2,Divorced,2,1,6.0,136.91,6.0,7.0
1.0,12.0,5,Fashion,1,Married,3,1,9.0,253.08,9.0,10.0
4.0,23.0,4,Laptop & Accessory,3,Married,10,0,3.0,178.01,3.0,0.0
9.0,15.0,1,Mobile,4,Married,2,0,2.0,128.1,2.0,0.0
5.0,8.0,3,Laptop & Accessory,4,Married,1,1,2.0,140.78,2.0,3.0
2.0,9.0,4,Laptop & Accessory,4,Divorced,3,1,6.0,172.79,6.0,7.0
2.0,17.0,4,Laptop & Accessory,3,Single,5,0,8.0,161.6,8.0,0.0
16.0,9.0,4,Grocery,5,Divorced,2,0,8.0,301.65,8.0,0.0
5.0,14.0,5,Fashion,1,Married,11,0,2.0,240.57,2.0,0.0
25.0,13.0,5,Mobile Phone,3,Single,2,0,8.0,153.38,8.0,0.0
27.0,30.0,4,Grocery,1,Single,8,0,9.0,267.75,9.0,0.0
9.0,12.0,3,Laptop & Accessory,3,Married,3,1,5.0,123.06,5.0,6.0
9.0,10.0,4,Fashion,1,Married,8,0,9.0,203.23,9.0,0.0
17.0,6.0,4,Laptop & Accessory,3,Single,5,0,2.0,159.85,2.0,0.0
0.0,15.0,3,Mobile,3,Married,2,0,2.0,127.42,2.0,0.0
4.0,8.0,3,Laptop & Accessory,2,Single,5,1,5.0,165.82,5.0,6.0
22.0,8.0,3,Others,1,Married,4,0,3.0,291.61,3.0,0.0
4.0,7.0,4,Mobile Phone,4,Married,3,0,8.0,162.48,8.0,0.0
9.0,15.0,2,Mobile Phone,1,Married,3,0,2.0,147.69,2.0,0.0
30.0,11.0,4,Fashion,4,Married,3,1,4.0,205.52,4.0,5.0
0.0,10.0,3,Mobile,5,Single,2,0,0.0,129.73,0.0,0.0
5.0,9.0,5,Laptop & Accessory,5,Married,5,0,1.0,189.1,1.0,0.0
19.0,8.0,3,Fashion,1,Married,4,0,7.0,185.78,7.0,0.0
21.0,10.0,4,Grocery,3,Married,11,1,14.0,262.7,14.0,15.0
15.0,9.0,4,Grocery,4,Single,3,0,5.0,285.15,5.0,0.0
16.0,33.0,4,Fashion,5,Married,5,1,1.0,256.91,1.0,2.0
14.0,14.0,3,Laptop & Accessory,4,Married,6,0,4.0,143.93,4.0,0.0
2.0,13.0,3,Laptop & Accessory,1,Married,2,1,0.0,166.23,0.0,1.0
9.0,13.0,3,Mobile Phone,3,Married,2,0,0.0,112.74,0.0,0.0
2.0,14.0,4,Laptop & Accessory,5,Single,2,0,4.0,173.98,4.0,0.0
0.0,11.0,4,Laptop & Accessory,3,Single,2,1,3.0,157.44,3.0,4.0
5.0,14.0,5,Mobile Phone,3,Divorced,5,0,3.0,148.29,3.0,0.0
17.0,13.0,3,Others,1,Married,1,1,10.0,290.49,10.0,11.0
1.0,17.0,4,Laptop & Accessory,5,Single,3,0,9.0,167.13,9.0,0.0
2.0,22.0,4,Mobile Phone,3,Married,3,0,3.0,147.07,3.0,0.0
4.0,10.0,4,Mobile Phone,1,Married,6,0,5.0,145.97,5.0,0.0
5.0,18.0,3,Grocery,5,Single,1,1,14.0,237.58,14.0,15.0
12.0,13.0,5,Laptop & Accessory,3,Married,4,0,8.0,178.21,8.0,0.0
9.0,11.0,5,Mobile Phone,1,Married,3,0,3.0,148.76,3.0,0.0
2.0,8.0,6,Laptop & Accessory,1,Married,2,0,6.0,191.74,6.0,0.0
22.0,9.0,4,Laptop & Accessory,5,Married,5,0,2.0,147.89,2.0,0.0
9.0,6.0,4,Laptop & Accessory,3,Married,1,0,2.0,143.74,2.0,0.0
17.0,8.0,3,Fashion,3,Single,6,1,2.0,202.09,2.0,3.0
20.0,33.0,5,Laptop & Accessory,4,Single,10,0,3.0,204.91,3.0,0.0
12.0,9.0,4,Mobile Phone,1,Single,7,1,3.0,164.44,3.0,4.0
11.0,26.0,4,Mobile Phone,4,Married,6,0,1.0,155.22,1.0,0.0
